sample,mpu1AccX,mpu1AccY,mpu1AccZ,mpu1GyrX,mpu1GyrY,mpu1GyrZ,mpu1Temp,mpu2AccX,mpu2AccY,mpu2AccZ,mpu2GyrX,mpu2GyrY,mpu2GyrZ,mpu2Temp,ds18b20One,ds18b20Two
590,-2.814,0.771,10.318,-1.847,-2.321,-3.84,16.06,-2.814,0.771,10.318,-1.847,-2.321,-3.84,16.06,16.06,16.06
591,-2.654,1.612,10.136,-2.122,-2.634,-2.832,16.2,-2.654,1.612,10.136,-2.122,-2.634,-2.832,16.2,16.2,16.2
592,-0.556,-0.879,10.519,-0.618,-0.771,3.092,16.01,-0.556,-0.879,10.519,-0.618,-0.771,3.092,16.01,16.01,16.01
593,-0.019,0.968,9.65,-1.038,5.42,-0.931,16.01,-0.019,0.968,9.65,-1.038,5.42,-0.931,16.01,16.01,16.01
594,-3.717,1.674,9.906,-2.725,-0.45,-3.603,16.06,-3.717,1.674,9.906,-2.725,-0.45,-3.603,16.06,16.06,16.06
595,-3.925,2.163,9.942,-1.74,-1.366,-3.26,16.06,-3.925,2.163,9.942,-1.74,-1.366,-3.26,16.06,16.06,16.06
596,-0.359,1.245,9.954,0.176,-1.069,-2.382,16.06,-0.359,1.245,9.954,0.176,-1.069,-2.382,16.06,16.06,16.06
597,0.901,0.891,10.006,3.191,-0.924,-0.366,16.01,0.901,0.891,10.006,3.191,-0.924,-0.366,16.01,16.01,16.01
598,2.208,0.153,9.841,4.534,4.939,1.061,16.15,2.208,0.153,9.841,4.534,4.939,1.061,16.15,16.15,16.15
599,2.084,-0.041,9.767,4.267,5.0,2.42,16.15,2.084,-0.041,9.767,4.267,5.0,2.42,16.15,16.15,16.15
600,-3.715,1.013,10.073,2.244,-0.427,2.328,16.25,-3.715,1.013,10.073,2.244,-0.427,2.328,16.25,16.25,16.25
601,2.069,-0.678,9.841,3.695,4.763,3.527,16.25,2.069,-0.678,9.841,3.695,4.763,3.527,16.25,16.25,16.25
602,-1.317,0.541,9.884,2.053,1.931,1.336,15.92,-1.317,0.541,9.884,2.053,1.931,1.336,15.92,15.92,15.92
603,-4.091,0.12,10.313,0.13,-1.641,2.947,15.92,-4.091,0.12,10.313,0.13,-1.641,2.947,15.92,15.92,15.92
604,1.835,-0.951,10.088,0.702,3.466,4.214,16.01,1.835,-0.951,10.088,0.702,3.466,4.214,16.01,16.01,16.01
605,-3.461,0.764,10.054,-1.55,-0.313,2.229,16.01,-3.461,0.764,10.054,-1.55,-0.313,2.229,16.01,16.01,16.01
606,-0.683,-0.457,10.021,-1.321,0.817,2.611,16.01,-0.683,-0.457,10.021,-1.321,0.817,2.611,16.01,16.01,16.01
607,-3.2,0.968,9.705,-2.634,3.656,-0.901,16.25,-3.2,0.968,9.705,-2.634,3.656,-0.901,16.25,16.25,16.25
608,-0.814,0.091,9.903,-1.87,-1.183,-0.718,16.2,-0.814,0.091,9.903,-1.87,-1.183,-0.718,16.2,16.2,16.2
609,0.589,0.891,9.501,-1.939,5.504,-0.74,15.92,0.589,0.891,9.501,-1.939,5.504,-0.74,15.92,15.92,15.92
610,-3.14,0.654,10.188,-2.115,-2.374,-3.076,16.01,-3.14,0.654,10.188,-2.115,-2.374,-3.076,16.01,16.01,16.01
611,0.929,1.015,9.621,-0.176,6.573,-1.321,16.25,0.929,1.015,9.621,-0.176,6.573,-1.321,16.25,16.25,16.25
612,-3.772,1.487,9.92,-2.588,-1.71,-4.489,16.15,-3.772,1.487,9.92,-2.588,-1.71,-4.489,16.15,16.15,16.15
613,-3.389,2.081,9.741,-0.832,-2.931,-3.115,15.87,-3.389,2.081,9.741,-0.832,-2.931,-3.115,15.87,15.87,15.87
614,-1.892,2.0,9.901,0.985,-2.595,-2.107,16.25,-1.892,2.0,9.901,0.985,-2.595,-2.107,16.25,16.25,16.25
615,1.202,0.259,10.339,4.382,1.969,1.809,16.01,1.202,0.259,10.339,4.382,1.969,1.809,16.01,16.01,16.01
616,-3.135,1.894,9.736,2.878,-2.115,0.794,16.15,-3.135,1.894,9.736,2.878,-2.115,0.794,16.15,16.15,16.15
617,1.233,0.062,10.069,3.191,0.176,2.893,16.15,1.233,0.062,10.069,3.191,0.176,2.893,16.15,16.15,16.15
618,-3.09,1.562,9.8,2.229,-0.206,1.328,16.06,-3.09,1.562,9.8,2.229,-0.206,1.328,16.06,16.06,16.06
619,-1.674,0.259,10.351,2.336,-1.947,3.412,16.2,-1.674,0.259,10.351,2.336,-1.947,3.412,16.2,16.2,16.2
620,-1.562,-0.287,10.37,1.947,-1.794,3.107,16.25,-1.562,-0.287,10.37,1.947,-1.794,3.107,16.25,16.25,16.25
621,1.801,-1.114,10.2,2.16,5.092,3.954,15.92,1.801,-1.114,10.2,2.16,5.092,3.954,15.92,15.92,15.92
622,-2.493,-0.388,10.39,-0.885,-2.206,2.924,16.2,-2.493,-0.388,10.39,-0.885,-2.206,2.924,16.2,16.2,16.2
623,0.56,-0.738,10.306,0.672,2.626,4.084,15.92,0.56,-0.738,10.306,0.672,2.626,4.084,15.92,15.92,15.92
624,0.146,0.141,9.484,-1.389,5.267,1.015,16.15,0.146,0.141,9.484,-1.389,5.267,1.015,16.15,16.15,16.15
625,-3.703,0.599,10.095,-3.779,-2.153,-1.405,16.06,-3.703,0.599,10.095,-3.779,-2.153,-1.405,16.06,16.06,16.06
626,2.014,0.062,9.547,-1.008,5.282,-0.023,16.15,2.014,0.062,9.547,-1.008,5.282,-0.023,16.15,16.15,16.15
627,-4.105,1.267,9.848,-3.16,-1.122,-2.924,16.15,-4.105,1.267,9.848,-3.16,-1.122,-2.924,16.15,16.15,16.15
628,1.586,0.254,9.846,0.115,2.969,-0.939,16.01,1.586,0.254,9.846,0.115,2.969,-0.939,16.01,16.01,16.01
629,-3.775,1.681,10.014,-2.038,1.878,-3.939,16.06,-3.775,1.681,10.014,-2.038,1.878,-3.939,16.06,16.06,16.06
630,-0.328,0.295,10.342,-0.328,0.504,-1.771,15.82,-0.328,0.295,10.342,-0.328,0.504,-1.771,15.82,15.82,15.82
631,-1.427,2.206,9.894,-1.107,4.191,-2.893,15.82,-1.427,2.206,9.894,-1.107,4.191,-2.893,15.82,15.82,15.82
632,-0.936,1.073,10.066,-1.023,-1.916,-1.183,16.06,-0.936,1.073,10.066,-1.023,-1.916,-1.183,16.06,16.06,16.06
633,-0.766,2.666,9.271,0.924,6.198,-2.55,16.15,-0.766,2.666,9.271,0.924,6.198,-2.55,16.15,16.15,16.15
634,-0.247,2.419,9.015,2.076,4.641,-1.481,16.25,-0.247,2.419,9.015,2.076,4.641,-1.481,16.25,16.25,16.25
635,1.49,0.613,10.035,3.122,-0.137,-0.359,16.01,1.49,0.613,10.035,3.122,-0.137,-0.359,16.01,16.01,16.01
636,2.033,0.244,9.884,4.748,5.519,1.168,16.06,2.033,0.244,9.884,4.748,5.519,1.168,16.06,16.06,16.06
637,-1.248,0.702,10.342,3.321,-1.74,2.595,16.01,-1.248,0.702,10.342,3.321,-1.74,2.595,16.01,16.01,16.01
638,2.201,0.275,9.808,3.878,4.748,3.099,16.01,2.201,0.275,9.808,3.878,4.748,3.099,16.01,16.01,16.01
639,-1.849,0.781,10.042,1.939,-2.511,2.237,16.06,-1.849,0.781,10.042,1.939,-2.511,2.237,16.06,16.06,16.06
640,1.7,-0.702,10.251,4.107,3.015,3.565,16.01,1.7,-0.702,10.251,4.107,3.015,3.565,16.01,16.01,16.01
641,1.779,-0.826,9.973,3.244,2.931,3.038,16.01,1.779,-0.826,9.973,3.244,2.931,3.038,16.01,16.01,16.01
642,-2.115,0.105,9.915,0.756,4.084,2.489,16.2,-2.115,0.105,9.915,0.756,4.084,2.489,16.2,16.2,16.2
643,-2.864,0.568,9.717,-1.458,3.137,1.427,16.06,-2.864,0.568,9.717,-1.458,3.137,1.427,16.06,16.06,16.06
644,-4.292,0.92,9.908,-3.45,-1.992,-1.115,16.01,-4.292,0.92,9.908,-3.45,-1.992,-1.115,16.01,16.01,16.01
645,-1.13,0.592,9.865,-2.344,-1.931,-2.053,16.06,-1.13,0.592,9.865,-2.344,-1.931,-2.053,16.06,16.06,16.06
646,0.855,0.936,9.673,-1.275,5.817,-1.481,16.25,0.855,0.936,9.673,-1.275,5.817,-1.481,16.25,16.25,16.25
647,-3.02,0.821,10.342,-1.198,-2.359,-3.603,15.92,-3.02,0.821,10.342,-1.198,-2.359,-3.603,15.92,15.92,15.92
648,2.167,0.726,9.951,0.198,6.618,-2.038,16.06,2.167,0.726,9.951,0.198,6.618,-2.038,16.06,16.06,16.06
649,-3.339,1.552,9.901,-2.176,-2.443,-2.206,16.06,-3.339,1.552,9.901,-2.176,-2.443,-2.206,16.06,16.06,16.06
650,1.758,0.69,9.702,1.16,4.672,-0.71,16.25,1.758,0.69,9.702,1.16,4.672,-0.71,16.25,16.25,16.25
651,-2.91,2.417,9.57,0.069,-0.832,-3.718,16.01,-2.91,2.417,9.57,0.069,-0.832,-3.718,16.01,16.01,16.01
652,2.534,0.589,9.697,2.939,3.244,-0.977,15.92,2.534,0.589,9.697,2.939,3.244,-0.977,15.92,15.92,15.92
653,-1.487,1.933,9.748,2.366,0.695,-1.863,16.25,-1.487,1.933,9.748,2.366,0.695,-1.863,16.25,16.25,16.25
654,0.081,0.462,10.392,3.687,-0.275,1.13,16.15,0.081,0.462,10.392,3.687,-0.275,1.13,16.15,16.15,16.15
655,-1.655,1.403,10.042,3.832,3.504,1.176,16.01,-1.655,1.403,10.042,3.832,3.504,1.176,16.01,16.01,16.01
656,-3.303,1.327,10.052,1.878,-1.603,1.656,16.25,-3.303,1.327,10.052,1.878,-1.603,1.656,16.25,16.25,16.25
657,-0.204,-0.357,10.186,2.458,-0.702,3.992,16.06,-0.204,-0.357,10.186,2.458,-0.702,3.992,16.06,16.06,16.06
658,0.304,-1.142,10.409,2.153,-1.092,3.275,16.06,0.304,-1.142,10.409,2.153,-1.092,3.275,16.06,16.06,16.06
659,1.928,-0.651,10.143,0.916,5.412,3.641,16.39,1.928,-0.651,10.143,0.916,5.412,3.641,16.39,16.39,16.39
660,0.877,-0.613,9.745,-0.634,5.641,1.511,16.15,0.877,-0.613,9.745,-0.634,5.641,1.511,16.15,16.15,16.15
661,-3.839,1.166,9.865,-3.473,0.672,-2.16,15.92,-3.839,1.166,9.865,-3.473,0.672,-2.16,15.92,15.92,15.92
662,1.942,-0.151,9.508,-1.038,4.382,-0.427,16.15,1.942,-0.151,9.508,-1.038,4.382,-0.427,16.15,16.15,16.15
663,-1.997,1.483,9.638,-1.779,3.321,-3.244,16.01,-1.997,1.483,9.638,-1.779,3.321,-3.244,16.01,16.01,16.01
664,-1.552,2.024,9.64,-1.466,3.641,-2.435,16.15,-1.552,2.024,9.64,-1.466,3.641,-2.435,16.15,16.15,16.15
665,-2.915,1.511,10.05,-2.115,-2.527,-3.008,16.25,-2.915,1.511,10.05,-2.115,-2.527,-3.008,16.25,16.25,16.25
666,0.057,0.886,10.078,2.687,0.198,-1.634,16.06,0.057,0.886,10.078,2.687,0.198,-1.634,16.06,16.06,16.06
667,-0.776,2.285,9.264,1.763,4.031,-1.985,16.01,-0.776,2.285,9.264,1.763,4.031,-1.985,16.01,16.01,16.01
668,-0.199,0.924,9.911,2.771,-1.985,-0.534,16.15,-0.199,0.924,9.911,2.771,-1.985,-0.534,16.15,16.15,16.15
669,1.305,0.465,9.841,4.275,4.756,1.168,16.34,1.305,0.465,9.841,4.275,4.756,1.168,16.34,16.34,16.34
670,-2.373,1.135,10.313,2.069,-2.42,2.328,16.06,-2.373,1.135,10.313,2.069,-2.42,2.328,16.06,16.06,16.06
671,1.533,0.489,9.911,4.153,5.573,2.511,16.2,1.533,0.489,9.911,4.153,5.573,2.511,16.2,16.2,16.2
672,-2.771,0.917,10.152,1.374,-2.847,2.092,16.01,-2.771,0.917,10.152,1.374,-2.847,2.092,16.01,16.01,16.01
673,1.787,-0.807,10.09,4.176,4.305,4.328,16.15,1.787,-0.807,10.09,4.176,4.305,4.328,16.15,16.15,16.15
674,-3.638,0.972,9.872,0.779,-1.519,1.977,16.06,-3.638,0.972,9.872,0.779,-1.519,1.977,16.06,16.06,16.06
675,2.35,-0.467,10.028,3.221,2.779,3.038,16.2,2.35,-0.467,10.028,3.221,2.779,3.038,16.2,16.2,16.2
676,-2.579,0.081,10.117,1.16,0.718,1.916,16.06,-2.579,0.081,10.117,1.16,0.718,1.916,16.06,16.06,16.06
677,-2.505,2.062,9.896,1.015,-2.641,-2.382,16.25,-2.505,2.062,9.896,1.015,-2.641,-2.382,16.25,16.25,16.25
678,-2.491,1.418,9.738,3.321,2.527,1.84,16.01,-2.491,1.418,9.738,3.321,2.527,1.84,16.01,16.01,16.01
679,-0.927,0.242,10.141,3.183,-1.618,2.42,16.06,-0.927,0.242,10.141,3.183,-1.618,2.42,16.06,16.06,16.06
680,2.172,0.031,10.088,4.718,4.679,2.321,16.25,2.172,0.031,10.088,4.718,4.679,2.321,16.25,16.25,16.25
681,-3.24,1.605,10.085,1.832,-1.771,2.252,16.15,-3.24,1.605,10.085,1.832,-1.771,2.252,16.15,16.15,16.15
682,1.456,0.527,10.141,4.069,2.107,0.412,15.92,1.456,0.527,10.141,4.069,2.107,0.412,15.92,15.92,15.92
683,-2.692,1.612,9.834,3.443,0.969,0.458,16.34,-2.692,1.612,9.834,3.443,0.969,0.458,16.34,16.34,16.34
684,-3.446,2.941,9.757,-1.656,1.74,-3.412,16.34,-3.446,2.941,9.757,-1.656,1.74,-3.412,16.34,16.34,16.34
685,-0.505,1.042,9.999,1.542,0.328,-2.038,16.06,-0.505,1.042,9.999,1.542,0.328,-2.038,16.06,16.06,16.06
686,1.483,0.453,9.477,-1.015,5.992,-1.046,15.87,1.483,0.453,9.477,-1.015,5.992,-1.046,15.87,15.87,15.87
687,-3.149,0.251,10.05,-0.626,0.679,1.748,16.06,-3.149,0.251,10.05,-0.626,0.679,1.748,16.06,16.06,16.06
688,-4.385,1.667,9.992,-3.229,-0.901,-3.237,15.92,-4.385,1.667,9.992,-3.229,-0.901,-3.237,15.92,15.92,15.92
689,0.081,-0.577,10.09,2.603,4.061,2.733,16.01,0.081,-0.577,10.09,2.603,4.061,2.733,16.01,16.01,16.01
690,-2.69,1.547,9.884,-2.519,2.947,-2.969,16.01,-2.69,1.547,9.884,-2.519,2.947,-2.969,16.01,16.01,16.01
691,0.532,-0.103,9.942,3.16,0.382,2.71,16.01,0.532,-0.103,9.942,3.16,0.382,2.71,16.01,16.01,16.01
692,-3.233,0.134,10.126,0.763,1.725,1.718,15.92,-3.233,0.134,10.126,0.763,1.725,1.718,15.92,15.92,15.92
693,1.528,0.314,9.815,4.405,5.092,2.252,15.92,1.528,0.314,9.815,4.405,5.092,2.252,15.92,15.92,15.92
694,-3.468,1.073,9.858,1.153,-1.282,2.527,16.06,-3.468,1.073,9.858,1.153,-1.282,2.527,16.06,16.06,16.06
695,1.277,1.657,9.228,2.618,4.939,-2.031,16.2,1.277,1.657,9.228,2.618,4.939,-2.031,16.2,16.2,16.2
696,-2.958,0.934,9.942,2.26,1.473,2.221,16.25,-2.958,0.934,9.942,2.26,1.473,2.221,16.25,16.25,16.25
697,2.474,0.51,9.678,3.053,5.458,-1.267,16.15,2.474,0.51,9.678,3.053,5.458,-1.267,16.15,16.15,16.15
698,2.273,0.522,10.004,4.481,4.557,1.16,16.2,2.273,0.522,10.004,4.481,4.557,1.16,16.2,16.2,16.2
699,0.714,2.045,9.297,-0.901,5.901,-1.748,16.44,0.714,2.045,9.297,-0.901,5.901,-1.748,16.44,16.44,16.44
700,-2.69,1.66,9.951,-1.26,-3.107,-2.664,16.06,-2.69,1.66,9.951,-1.26,-3.107,-2.664,16.06,16.06,16.06
701,1.392,-0.838,10.38,0.473,3.008,3.969,16.06,1.392,-0.838,10.38,0.473,3.008,3.969,16.06,16.06,16.06
702,-1.344,0.604,10.387,2.473,-1.939,2.053,16.06,-1.344,0.604,10.387,2.473,-1.939,2.053,16.06,16.06,16.06
703,-1.118,-1.236,10.646,1.626,-0.458,3.916,16.2,-1.118,-1.236,10.646,1.626,-0.458,3.916,16.2,16.2,16.2
704,-3.3,1.918,9.913,2.496,-2.695,0.763,15.92,-3.3,1.918,9.913,2.496,-2.695,0.763,15.92,15.92,15.92
705,-1.451,0.0,10.169,1.771,-2.214,1.695,16.06,-1.451,0.0,10.169,1.771,-2.214,1.695,16.06,16.06,16.06
706,-1.835,2.167,9.489,1.527,0.344,-1.748,16.25,-1.835,2.167,9.489,1.527,0.344,-1.748,16.25,16.25,16.25
707,-0.769,-0.11,10.265,3.298,-0.504,3.298,16.06,-0.769,-0.11,10.265,3.298,-0.504,3.298,16.06,16.06,16.06
708,-3.157,2.266,9.784,-0.687,-1.511,-4.305,16.15,-3.157,2.266,9.784,-0.687,-1.511,-4.305,16.15,16.15,16.15
709,1.554,0.517,9.719,2.504,1.298,-1.55,16.01,1.554,0.517,9.719,2.504,1.298,-1.55,16.01,16.01,16.01
710,-2.328,2.304,9.834,-0.634,3.847,-1.84,16.2,-2.328,2.304,9.834,-0.634,3.847,-1.84,16.2,16.2,16.2
711,-2.273,1.597,9.994,-0.382,-2.214,-2.954,16.25,-2.273,1.597,9.994,-0.382,-2.214,-2.954,16.25,16.25,16.25
712,1.166,1.078,9.592,-0.214,5.939,-1.626,16.06,1.166,1.078,9.592,-0.214,5.939,-1.626,16.06,16.06,16.06
713,-2.979,1.212,10.188,-2.321,-2.321,-2.84,15.92,-2.979,1.212,10.188,-2.321,-2.321,-2.84,15.92,15.92,15.92
714,-1.878,0.525,10.236,-1.122,-0.718,-2.244,15.92,-1.878,0.525,10.236,-1.122,-0.718,-2.244,15.92,15.92,15.92
715,-0.005,1.461,9.539,-0.809,5.42,-2.695,16.01,-0.005,1.461,9.539,-0.809,5.42,-2.695,16.01,16.01,16.01
716,-2.364,1.085,9.472,-2.809,3.679,0.008,16.01,-2.364,1.085,9.472,-2.809,3.679,0.008,16.01,16.01,16.01
717,-1.487,0.187,9.891,-1.977,-1.504,-2.122,16.06,-1.487,0.187,9.891,-1.977,-1.504,-2.122,16.06,16.06,16.06
718,-1.001,1.296,9.575,-1.924,4.832,-1.252,16.39,-1.001,1.296,9.575,-1.924,4.832,-1.252,16.39,16.39,16.39
719,-3.54,-0.055,10.356,1.496,-2.672,2.702,16.25,-3.54,-0.055,10.356,1.496,-2.672,2.702,16.25,16.25,16.25
720,0.85,-0.237,9.662,-1.504,2.221,0.58,16.39,0.85,-0.237,9.662,-1.504,2.221,0.58,16.39,16.39,16.39
721,-4.191,0.994,9.858,-3.382,-1.053,-1.748,16.06,-4.191,0.994,9.858,-3.382,-1.053,-1.748,16.06,16.06,16.06
722,-1.502,-0.836,10.43,-0.977,-1.656,2.534,16.25,-1.502,-0.836,10.43,-0.977,-1.656,2.534,16.25,16.25,16.25
723,-4.045,0.333,9.958,-2.214,0.763,1.023,16.2,-4.045,0.333,9.958,-2.214,0.763,1.023,16.2,16.2,16.2
724,-3.866,0.297,10.004,-1.168,0.214,1.695,16.2,-3.866,0.297,10.004,-1.168,0.214,1.695,16.2,16.2,16.2
725,1.791,-0.618,10.021,0.076,4.58,3.252,16.01,1.791,-0.618,10.021,0.076,4.58,3.252,16.01,16.01,16.01
726,-2.134,-0.271,10.148,2.092,2.458,2.328,16.15,-2.134,-0.271,10.148,2.092,2.458,2.328,16.15,16.15,16.15
727,1.109,-1.186,10.265,2.908,2.55,4.595,16.25,1.109,-1.186,10.265,2.908,2.55,4.595,16.25,16.25,16.25
728,-1.523,0.287,10.009,-0.168,3.863,2.473,16.06,-1.523,0.287,10.009,-0.168,3.863,2.473,16.06,16.06,16.06
729,-4.304,0.345,10.234,-3.176,-1.023,0.786,16.06,-4.304,0.345,10.234,-3.176,-1.023,0.786,16.06,16.06,16.06
730,-0.007,-0.486,9.896,-0.924,2.672,1.649,16.25,-0.007,-0.486,9.896,-0.924,2.672,1.649,16.25,16.25,16.25
731,-3.504,1.221,9.63,-3.534,0.878,-1.076,16.25,-3.504,1.221,9.63,-3.534,0.878,-1.076,16.25,16.25,16.25
732,0.17,0.098,9.623,-1.863,1.351,-0.115,16.2,0.17,0.098,9.623,-1.863,1.351,-0.115,16.2,16.2,16.2
733,-2.484,1.456,9.867,-2.634,1.702,-2.015,16.25,-2.484,1.456,9.867,-2.634,1.702,-2.015,16.25,16.25,16.25
734,-0.163,-0.086,10.054,-1.0,-0.634,-2.206,16.2,-0.163,-0.086,10.054,-1.0,-0.634,-2.206,16.2,16.2,16.2
735,-2.491,1.681,9.491,-1.87,4.053,-3.595,16.06,-2.491,1.681,9.491,-1.87,4.053,-3.595,16.06,16.06,16.06
736,-0.407,0.513,10.15,-0.565,-1.267,-1.962,16.2,-0.407,0.513,10.15,-0.565,-1.267,-1.962,16.2,16.2,16.2
737,-1.653,1.95,9.812,-1.237,4.847,-2.473,15.87,-1.653,1.95,9.812,-1.237,4.847,-2.473,15.87,15.87,15.87
738,-2.522,1.389,9.913,-1.351,-1.786,-2.351,16.06,-2.522,1.389,9.913,-1.351,-1.786,-2.351,16.06,16.06,16.06
739,0.908,1.99,9.451,0.214,5.504,-1.817,16.2,0.908,1.99,9.451,0.214,5.504,-1.817,16.2,16.2,16.2
740,-2.903,2.625,9.832,-0.023,1.611,-2.71,16.06,-2.903,2.625,9.832,-0.023,1.611,-2.71,16.06,16.06,16.06
741,0.182,1.425,9.882,1.626,-1.908,-0.931,16.06,0.182,1.425,9.882,1.626,-1.908,-0.931,16.06,16.06,16.06
742,-2.009,2.45,9.803,2.771,1.649,-2.084,16.06,-2.009,2.45,9.803,2.771,1.649,-2.084,16.06,16.06,16.06
743,-2.076,1.245,10.224,2.702,-2.634,0.87,16.2,-2.076,1.245,10.224,2.702,-2.634,0.87,16.2,16.2,16.2
744,-0.467,1.267,9.889,4.145,2.916,0.901,16.01,-0.467,1.267,9.889,4.145,2.916,0.901,16.01,16.01,16.01
745,-2.52,1.236,10.179,1.748,-2.336,3.153,15.87,-2.52,1.236,10.179,1.748,-2.336,3.153,15.87,15.87,15.87
746,-0.62,1.135,9.547,3.931,3.542,1.634,16.01,-0.62,1.135,9.547,3.931,3.542,1.634,16.01,16.01,16.01
747,-1.403,1.272,10.488,2.603,-2.885,-0.733,16.2,-1.403,1.272,10.488,2.603,-2.885,-0.733,16.2,16.2,16.2
748,-1.248,1.823,9.796,3.427,2.481,-0.359,16.25,-1.248,1.823,9.796,3.427,2.481,-0.359,16.25,16.25,16.25
749,-1.818,1.157,10.112,2.038,-2.519,1.992,16.06,-1.818,1.157,10.112,2.038,-2.519,1.992,16.06,16.06,16.06
750,1.657,0.719,10.026,0.771,3.763,0.229,16.01,1.657,0.719,10.026,0.771,3.763,0.229,16.01,16.01,16.01
751,-2.764,2.065,9.662,2.557,-1.351,-0.802,16.25,-2.764,2.065,9.662,2.557,-1.351,-0.802,16.25,16.25,16.25
752,-0.053,0.769,9.867,2.061,0.817,-2.397,16.06,-0.053,0.769,9.867,2.061,0.817,-2.397,16.06,16.06,16.06
753,-0.975,2.335,9.319,1.557,3.443,-2.298,15.92,-0.975,2.335,9.319,1.557,3.443,-2.298,15.92,15.92,15.92
754,-1.468,1.231,10.335,-0.908,-1.336,-1.137,16.01,-1.468,1.231,10.335,-0.908,-1.336,-1.137,16.01,16.01,16.01
755,-0.218,2.524,9.238,0.802,5.351,-2.534,16.25,-0.218,2.524,9.238,0.802,5.351,-2.534,16.25,16.25,16.25
756,-1.226,1.296,10.076,1.145,-2.069,-3.275,16.15,-1.226,1.296,10.076,1.145,-2.069,-3.275,16.15,16.15,16.15
757,2.438,0.98,9.448,2.855,6.16,-0.695,16.06,2.438,0.98,9.448,2.855,6.16,-0.695,16.06,16.06,16.06
758,-2.383,2.041,9.992,1.687,-2.748,-1.511,16.15,-2.383,2.041,9.992,1.687,-2.748,-1.511,16.15,16.15,16.15
759,2.165,0.517,9.985,4.618,4.542,1.763,16.06,2.165,0.517,9.985,4.618,4.542,1.763,16.06,16.06,16.06
760,-3.013,1.497,10.284,2.565,-1.992,2.008,15.92,-3.013,1.497,10.284,2.565,-1.992,2.008,15.92,15.92,15.92
761,-0.663,0.455,9.944,-1.298,-0.344,-1.412,16.25,-0.663,0.455,9.944,-1.298,-0.344,-1.412,16.25,16.25,16.25
762,-2.17,1.087,10.16,-1.359,-2.748,-2.015,16.2,-2.17,1.087,10.16,-1.359,-2.748,-2.015,16.2,16.2,16.2
763,1.904,1.274,9.695,0.435,6.008,-1.489,16.06,1.904,1.274,9.695,0.435,6.008,-1.489,16.06,16.06,16.06
764,-3.092,2.055,10.052,0.061,-2.336,-3.168,15.92,-3.092,2.055,10.052,0.061,-2.336,-3.168,15.92,15.92,15.92
765,2.467,0.908,9.559,3.099,5.267,-1.267,16.15,2.467,0.908,9.559,3.099,5.267,-1.267,16.15,16.15,16.15
766,-2.385,2.39,9.594,1.023,-1.771,-2.29,16.25,-2.385,2.39,9.594,1.023,-1.771,-2.29,16.25,16.25,16.25
767,1.799,0.129,10.351,4.786,3.16,1.664,16.06,1.799,0.129,10.351,4.786,3.16,1.664,16.06,16.06,16.06
768,-2.972,1.657,9.958,2.977,-0.344,0.145,16.06,-2.972,1.657,9.958,2.977,-0.344,0.145,16.06,16.06,16.06
769,1.832,-0.096,10.272,3.687,1.916,3.092,16.06,1.832,-0.096,10.272,3.687,1.916,3.092,16.06,16.06,16.06
770,-2.948,1.236,10.133,2.756,1.252,1.328,16.2,-2.948,1.236,10.133,2.756,1.252,1.328,16.2,16.2,16.2
771,-0.51,-0.072,10.15,2.542,-0.038,2.756,15.92,-0.51,-0.072,10.15,2.542,-0.038,2.756,15.92,15.92,15.92
772,1.444,-0.469,10.212,2.939,0.832,3.321,16.06,1.444,-0.469,10.212,2.939,0.832,3.321,16.06,16.06,16.06
773,-3.317,0.513,10.358,1.817,-0.954,1.824,16.15,-3.317,0.513,10.358,1.817,-0.954,1.824,16.15,16.15,16.15
774,-0.881,-0.915,10.282,0.511,-1.069,4.145,16.06,-0.881,-0.915,10.282,0.511,-1.069,4.145,16.06,16.06,16.06
775,-3.118,0.398,10.232,-0.389,0.855,2.298,16.25,-3.118,0.398,10.232,-0.389,0.855,2.298,16.25,16.25,16.25
776,-1.444,-0.889,10.485,-1.137,-2.237,2.702,16.2,-1.444,-0.889,10.485,-1.137,-2.237,2.702,16.2,16.2,16.2
777,-2.843,0.587,9.975,-0.733,2.885,1.122,16.06,-2.843,0.587,9.975,-0.733,2.885,1.122,16.06,16.06,16.06
778,-4.124,-0.038,10.275,-3.168,-2.641,0.939,15.92,-4.124,-0.038,10.275,-3.168,-2.641,0.939,15.92,15.92,15.92
779,-0.836,0.817,9.365,-2.427,4.618,-0.588,16.06,-0.836,0.817,9.365,-2.427,4.618,-0.588,16.06,16.06,16.06
780,-3.863,0.788,10.052,-2.405,-1.87,-2.313,16.15,-3.863,0.788,10.052,-2.405,-1.87,-2.313,16.15,16.15,16.15
781,0.096,1.051,9.355,-1.305,6.053,-0.573,16.06,0.096,1.051,9.355,-1.305,6.053,-0.573,16.06,16.06,16.06
782,-0.067,1.638,9.688,-0.916,6.076,-2.084,16.15,-0.067,1.638,9.688,-0.916,6.076,-2.084,16.15,16.15,16.15
783,-2.146,0.747,10.473,-1.168,-2.328,-3.618,16.06,-2.146,0.747,10.473,-1.168,-2.328,-3.618,16.06,16.06,16.06
784,1.962,0.505,9.935,-0.031,5.954,-0.985,15.87,1.962,0.505,9.935,-0.031,5.954,-0.985,15.87,15.87,15.87
785,-3.911,2.165,10.284,-2.229,-2.26,-2.954,16.01,-3.911,2.165,10.284,-2.229,-2.26,-2.954,16.01,16.01,16.01
